Avalanche|-0.19797928608144|-0.19797911649436|-0.722322461450915|154|8192
Spiders in the attic|-0.07746686632028545|-0.07746685035563809|-0.7601485619711459|177|8192
Eyes|0.2150326797477379|0.21504230755098583|-1.1277402286503992|117|8192
Spiral|0.16237351180771137|0.16237425959611168|-0.8092248732979079|132|32768
Light at the end of the tunnel|-0.17558354740510973|-0.1755835473224031|-0.8216856045029454|228|32768
The gallery|-0.19801275550659728|-0.19799312892515775|-0.7223340189898948|109|8192
Hypnotic|-0.040459935895341664|-0.04045993589424087|-0.7496602504482615|269|2048
Electric peacock|-0.06511313419513816|-0.06500117908909969|-1.2414530653950384|94|4096
Galaxies|-0.2891875228827321|-0.2891875228800212|-0.6918502906989183|253|2048
